STATENAME,MONTHNAME,HOUR,LGT_CONDNAME,,FATALS
Texas,December,13,Daylight,,1
Texas,December,23,Dark - Not Lighted,,1
Texas,December,2,Dark - Lighted,,1
Texas,December,18,Dark - Lighted,,1
Texas,December,6,Dark - Unknown Lighting,,1
Texas,August,6,Dawn,,1
Texas,January,9,Daylight,,1
Texas,November,20,Dark - Lighted,,1
Texas,December,21,Dark - Lighted,,1
Texas,November,1,Dark - Lighted,,1
Texas,April,17,Daylight,,1
Texas,May,10,Daylight,,1
Texas,July,12,Daylight,,1
Utah,January,11,Daylight,,1
Utah,January,20,Dark - Lighted,,1
Utah,January,19,Dark - Not Lighted,,1
Utah,January,5,Dark - Lighted,,1
Utah,January,3,Dark - Not Lighted,,1
Utah,January,9,Daylight,,1
Utah,January,17,Dusk,,1
Utah,January,13,Daylight,,1
Utah,January,17,Dark - Not Lighted,,1
Utah,January,23,Dark - Not Lighted,,2
Utah,January,20,Dark - Not Lighted,,1
Utah,January,19,Dark - Not Lighted,,1
Utah,January,13,Daylight,,1
Utah,February,0,Dark - Lighted,,1
Utah,January,16,Daylight,,1
Utah,January,13,Daylight,,2
Utah,February,11,Daylight,,1
Utah,February,22,Dark - Lighted,,1
Utah,February,17,Dusk,,1
Utah,February,8,Daylight,,2
Utah,February,16,Daylight,,1
Utah,January,18,Dark - Not Lighted,,1
Utah,March,13,Daylight,,1
Utah,February,7,Dawn,,1
Utah,January,22,Dark - Lighted,,1
Utah,February,14,Daylight,,1
Utah,March,20,Dark - Lighted,,1
Utah,March,17,Daylight,,1
Utah,March,19,Dark - Lighted,,1
Utah,February,5,Dark - Not Lighted,,1
Utah,March,11,Daylight,,1
Utah,March,21,Dark - Not Lighted,,1
Utah,February,0,Dark - Not Lighted,,1
Utah,March,15,Daylight,,1
Utah,March,7,Dark - Not Lighted,,1
Utah,March,20,Dark - Lighted,,1
Utah,March,1,Dark - Lighted,,1
Utah,April,13,Daylight,,1
Utah,March,1,Dark - Not Lighted,,1
Utah,April,0,Dark - Not Lighted,,1
Utah,April,15,Daylight,,1
Utah,February,20,Dark - Not Lighted,,1
Utah,April,0,Dark - Lighted,,1
Utah,April,8,Daylight,,1
Utah,March,11,Daylight,,1
Utah,April,19,Daylight,,1
Utah,April,14,Daylight,,1
Utah,March,15,Daylight,,1
Utah,April,15,Daylight,,1
Utah,April,11,Daylight,,1
Utah,May,16,Daylight,,1
Utah,May,11,Daylight,,1
Utah,May,14,Daylight,,1
Utah,February,15,Daylight,,1
Utah,January,15,Daylight,,1
Utah,February,4,Dark - Not Lighted,,2
Utah,May,10,Daylight,,1
Utah,March,20,Dark - Lighted,,1
Utah,May,2,Dark - Lighted,,1
Utah,March,17,Daylight,,1
Utah,March,1,Dark - Not Lighted,,1
Utah,March,21,Dark - Not Lighted,,1
Utah,March,15,Daylight,,1
Utah,April,7,Daylight,,2
Utah,April,3,Dark - Not Lighted,,1
Utah,May,5,Dark - Not Lighted,,1
Utah,January,13,Daylight,,1
Utah,February,17,Daylight,,3
Utah,February,15,Daylight,,1
Utah,May,4,Dark - Lighted,,1
Utah,April,17,Daylight,,1
Utah,May,12,Daylight,,1
Utah,May,15,Daylight,,1
Utah,April,18,Daylight,,1
Utah,April,10,Daylight,,1
Utah,May,8,Daylight,,1
Utah,May,13,Daylight,,1
Utah,May,1,Dark - Not Lighted,,1
Utah,May,15,Daylight,,1
Utah,June,12,Daylight,,1
Utah,May,21,Dark - Not Lighted,,1
Utah,May,13,Daylight,,1
Utah,April,20,Daylight,,1
Utah,April,16,Daylight,,1
Utah,June,11,Daylight,,1
Utah,June,5,Dawn,,1
Utah,April,13,Daylight,,1
Utah,May,14,Daylight,,1
Utah,June,11,Daylight,,1
Utah,May,22,Dark - Lighted,,1
Utah,June,13,Daylight,,1
Utah,May,7,Daylight,,1
Utah,June,5,Daylight,,1
Utah,May,9,Daylight,,2
Utah,June,14,Daylight,,1
Utah,May,14,Daylight,,1
Utah,June,0,Dark - Not Lighted,,1
Utah,June,9,Daylight,,1
Utah,June,21,Dusk,,1
Utah,June,22,Dark - Not Lighted,,2
Utah,June,13,Daylight,,1
Utah,June,15,Daylight,,1
Utah,June,3,Dark - Lighted,,1
Utah,July,21,Dusk,,1
Utah,July,16,Daylight,,1
Utah,May,12,Daylight,,1
Utah,April,12,Daylight,,1
Utah,May,16,Daylight,,1
Utah,June,20,Daylight,,1
Utah,May,3,Dark - Not Lighted,,1
Utah,June,18,Daylight,,1
Utah,June,8,Daylight,,1
Utah,April,20,Daylight,,1
Utah,July,15,Daylight,,1
Utah,July,3,Dark - Lighted,,1
Utah,June,21,Dark - Not Lighted,,1
Utah,June,16,Daylight,,1
Utah,July,8,Daylight,,2
Utah,June,20,Daylight,,1
Utah,April,20,Dark - Not Lighted,,1
Utah,June,16,Daylight,,1
Utah,July,13,Daylight,,1
Utah,July,4,Dark - Lighted,,1
Utah,July,8,Daylight,,1
Utah,May,0,Dark - Not Lighted,,1
Utah,July,18,Daylight,,1
Utah,August,3,Dark - Not Lighted,,1
Utah,July,2,Dark - Lighted,,1
Utah,July,16,Daylight,,1
Utah,July,17,Daylight,,8
Utah,June,17,Daylight,,1
Utah,August,12,Daylight,,3
Utah,August,21,Dark - Lighted,,1
Utah,August,20,Dark - Not Lighted,,1
Utah,August,15,Daylight,,1
Utah,August,9,Daylight,,1
Utah,June,20,Daylight,,1
Utah,August,18,Daylight,,2
Utah,August,13,Daylight,,1
Utah,July,3,Dark - Not Lighted,,1
Utah,June,6,Daylight,,1
Utah,August,21,Dark - Not Lighted,,1
Utah,August,22,Dark - Lighted,,1
Utah,August,0,Dark - Not Lighted,,1
Utah,July,23,Dark - Lighted,,1
Utah,July,13,Daylight,,1
Utah,August,22,Dark - Lighted,,1
Utah,August,15,Daylight,,1
Utah,August,21,Dark - Not Lighted,,1
Utah,August,23,Dark - Lighted,,2
Utah,September,21,Dark - Not Lighted,,1
Utah,August,14,Daylight,,1
Utah,April,20,Dark - Lighted,,1
Utah,July,20,Daylight,,1
Utah,September,12,Daylight,,1
Utah,June,18,Daylight,,1
Utah,July,15,Daylight,,1
Utah,July,17,Daylight,,1
Utah,May,19,Daylight,,1
Utah,May,17,Daylight,,1
Utah,July,12,Daylight,,2
Utah,May,19,Daylight,,2
Utah,July,16,Daylight,,1
Utah,March,5,Dark - Lighted,,1
Utah,September,23,Dark - Not Lighted,,1
Utah,August,20,Daylight,,1
Utah,September,12,Daylight,,1
Utah,September,1,Dark - Not Lighted,,1
Utah,September,5,Dark - Lighted,,2
Utah,August,2,Dark - Not Lighted,,1
Utah,August,22,Dark - Not Lighted,,1
Utah,September,18,Daylight,,2
Utah,June,21,Dark - Lighted,,1
Utah,August,10,Daylight,,1
Utah,September,10,Daylight,,1
Utah,September,10,Daylight,,1
Utah,September,0,Dark - Not Lighted,,1
Utah,September,9,Daylight,,1
Utah,August,10,Daylight,,2
Utah,August,1,Dark - Lighted,,1
Utah,September,17,Daylight,,1
Utah,September,13,Daylight,,1
Utah,October,20,Dark - Lighted,,1
Utah,October,19,Dark - Lighted,,1
Utah,October,18,Daylight,,1
Utah,August,6,Dawn,,1
Utah,October,3,Dark - Not Lighted,,1
Utah,October,5,Dark - Not Lighted,,1
Utah,September,6,Dark - Not Lighted,,1
Utah,September,22,Dark - Lighted,,1
Utah,September,18,Dusk,,1
Utah,October,22,Dark - Not Lighted,,1
Utah,October,17,Daylight,,1
Utah,September,12,Daylight,,1
Utah,October,13,Daylight,,1
Utah,October,8,Dawn,,1
Utah,October,12,Daylight,,1
Utah,September,14,Daylight,,1
Utah,October,12,Daylight,,1
Utah,September,19,Dusk,,1
Utah,October,21,Dark - Lighted,,1
Utah,September,22,Dark - Lighted,,2
Utah,October,16,Daylight,,1
Utah,October,20,Dark - Not Lighted,,1
Utah,October,1,Dark - Not Lighted,,1
Utah,October,0,Dark - Lighted,,1
Utah,September,23,Dark - Lighted,,2
Utah,October,18,Daylight,,1
Utah,September,8,Daylight,,1
Utah,October,18,Daylight,,1
Utah,October,1,Dark - Lighted,,2
Utah,October,18,Daylight,,1
Utah,October,8,Daylight,,1
Utah,November,14,Daylight,,1
Utah,November,14,Daylight,,1
Utah,September,14,Daylight,,2
Utah,March,16,Daylight,,1
Utah,November,18,Daylight,,1
Utah,November,3,Dark - Not Lighted,,1
Utah,October,7,Dark - Not Lighted,,1
Utah,November,19,Dark - Lighted,,1
Utah,November,3,Dark - Lighted,,2
Utah,November,4,Dark - Lighted,,1
Utah,September,2,Dark - Not Lighted,,1
Utah,November,14,Daylight,,1
Utah,October,8,Daylight,,1
Utah,October,7,Dark - Not Lighted,,2
Utah,November,20,Dark - Lighted,,1
Utah,November,12,Daylight,,2
Utah,December,9,Daylight,,1
Utah,November,11,Daylight,,1
Utah,December,18,Dark - Lighted,,1
Utah,October,5,Dark - Not Lighted,,1
Utah,October,7,Dark - Not Lighted,,1
Utah,April,20,Dark - Not Lighted,,1
Utah,June,16,Daylight,,1
Utah,August,13,Daylight,,1
Utah,December,14,Daylight,,1
Utah,November,9,Reported as Unknown,,1
Utah,June,14,Daylight,,1
Utah,November,16,Daylight,,1
Utah,June,20,Dusk,,1
Utah,December,7,Dark - Not Lighted,,1
Utah,December,18,Dark - Lighted,,1
Utah,October,4,Dark - Not Lighted,,1
Utah,December,4,Dark - Not Lighted,,1
Utah,December,19,Dark - Not Lighted,,2
Utah,October,21,Dark - Lighted,,1
Utah,November,14,Daylight,,1
Utah,December,15,Daylight,,1
Utah,October,20,Dark - Lighted,,1
Utah,November,23,Dark - Not Lighted,,1
Utah,November,5,Dark - Not Lighted,,1
Utah,November,8,Daylight,,1
Utah,October,20,Dark - Lighted,,2
Utah,December,18,Dark - Not Lighted,,1
Utah,November,9,Daylight,,1
Utah,July,0,Dark - Lighted,,1
Utah,November,6,Dark - Not Lighted,,1
Utah,October,12,Daylight,,1
Utah,December,16,Daylight,,1
Utah,October,7,Dawn,,1
Utah,August,5,Dawn,,1
Utah,October,21,Dark - Lighted,,1
Utah,October,15,Daylight,,1
Utah,November,13,Daylight,,1
Utah,December,14,Daylight,,1
Utah,December,10,Daylight,,1
Utah,January,18,Dark - Lighted,,1
Utah,July,9,Daylight,,1
Utah,November,6,Dark - Unknown Lighting,,1
Utah,December,6,Dark - Lighted,,1
Utah,November,16,Daylight,,1
Utah,November,4,Dark - Not Lighted,,1
Utah,December,9,Daylight,,1
Utah,December,13,Daylight,,1
Utah,December,7,Dawn,,1
Utah,September,2,Dark - Lighted,,1
Utah,July,11,Daylight,,1
Utah,October,17,Daylight,,1
Utah,December,6,Dawn,,1
Utah,June,22,Dark - Unknown Lighting,,1
Utah,December,18,Dark - Not Lighted,,1
Utah,October,19,Dark - Lighted,,1
Utah,November,15,Daylight,,1
Utah,October,1,Dark - Not Lighted,,1
Utah,November,6,Dark - Not Lighted,,1
Utah,September,3,Dark - Lighted,,1
Utah,November,1,Dark - Lighted,,1
Utah,December,15,Daylight,,1
Utah,September,12,Daylight,,1
Utah,October,13,Daylight,,1
Vermont,January,18,Dark - Not Lighted,,1
Vermont,January,6,Dawn,,1
Vermont,February,14,Daylight,,1
Vermont,February,18,Dark - Lighted,,1
Vermont,February,15,Daylight,,1
Vermont,February,6,Dawn,,1
Vermont,March,21,Dark - Not Lighted,,2
Vermont,March,10,Daylight,,1
Vermont,April,5,Dawn,,1
Vermont,April,18,Daylight,,1
Vermont,April,18,Daylight,,2
Vermont,April,2,Dark - Not Lighted,,1
Vermont,May,14,Daylight,,1
Vermont,May,19,Daylight,,1
Vermont,May,11,Daylight,,1
Vermont,May,23,Dark - Not Lighted,,1
Vermont,May,13,Daylight,,1
Vermont,May,15,Daylight,,1
Vermont,May,15,Daylight,,2
Vermont,May,19,Daylight,,1
Vermont,June,15,Daylight,,1
Vermont,June,13,Daylight,,1
Vermont,June,14,Daylight,,1
Vermont,June,11,Daylight,,1
Vermont,June,11,Daylight,,1
Vermont,July,22,Dark - Not Lighted,,1
Vermont,July,12,Daylight,,1
Vermont,July,20,Daylight,,1
Vermont,July,3,Dark - Not Lighted,,1
Vermont,July,17,Daylight,,1
Vermont,July,0,Dark - Not Lighted,,1
Vermont,August,13,Daylight,,1
Vermont,August,4,Dark - Not Lighted,,1
Vermont,August,3,Dark - Not Lighted,,1
Vermont,August,14,Daylight,,1
Vermont,August,14,Daylight,,1
Vermont,August,17,Daylight,,2
Vermont,August,15,Daylight,,1
Vermont,August,19,Daylight,,1
Vermont,August,14,Daylight,,1
Vermont,August,18,Daylight,,1
Vermont,September,21,Dark - Not Lighted,,1
Vermont,September,17,Daylight,,1
Vermont,September,1,Dark - Not Lighted,,1
Vermont,September,15,Daylight,,2
Vermont,September,13,Daylight,,1
Vermont,September,18,Daylight,,1
Vermont,September,4,Dark - Not Lighted,,1
Vermont,September,15,Daylight,,1
Vermont,October,13,Daylight,,1
Vermont,October,17,Daylight,,1
Vermont,October,11,Daylight,,1
Vermont,October,10,Daylight,,1
Vermont,October,22,Dark - Not Lighted,,1
Vermont,October,11,Daylight,,1
Vermont,October,23,Dark - Not Lighted,,1
Vermont,October,7,Daylight,,1
Vermont,November,11,Daylight,,1
Vermont,November,8,Daylight,,1
Vermont,November,17,Dark - Not Lighted,,1
Vermont,November,18,Dark - Not Lighted,,1
Vermont,November,16,Dark - Not Lighted,,1
Vermont,November,17,Dark - Not Lighted,,1
Vermont,December,17,Dusk,,1
Vermont,December,23,Dark - Not Lighted,,1
Vermont,December,19,Dark - Lighted,,1
Vermont,December,19,Dark - Not Lighted,,1
Vermont,December,7,Daylight,,1
Vermont,December,16,Dark - Not Lighted,,1
Virginia,January,1,Dark - Not Lighted,,1
Virginia,January,22,Dark - Not Lighted,,1
Virginia,January,6,Dark - Not Lighted,,1
Virginia,January,10,Daylight,,1
Virginia,January,15,Daylight,,1
Virginia,January,13,Daylight,,1
Virginia,January,12,Daylight,,2
Virginia,January,14,Daylight,,1
Virginia,January,22,Dark - Not Lighted,,1
Virginia,January,18,Dark - Lighted,,1
Virginia,January,1,Dark - Not Lighted,,1
Virginia,January,18,Dark - Not Lighted,,1
Virginia,January,3,Dark - Not Lighted,,1
Virginia,January,10,Daylight,,1
Virginia,January,15,Daylight,,1
Virginia,January,18,Dark - Not Lighted,,1
Virginia,January,11,Daylight,,1
Virginia,January,7,Daylight,,1
Virginia,January,0,Dark - Not Lighted,,1
Virginia,January,23,Dark - Not Lighted,,1
Virginia,January,21,Dark - Lighted,,1
Virginia,January,19,Dark - Not Lighted,,1
Virginia,January,6,Dark - Lighted,,1
Virginia,January,2,Dark - Not Lighted,,1
Virginia,January,15,Daylight,,1
Virginia,January,20,Dark - Not Lighted,,1
Virginia,January,3,Dark - Not Lighted,,1
Virginia,January,15,Daylight,,1
Virginia,January,12,Daylight,,1
Virginia,January,17,Dark - Lighted,,1
Virginia,January,1,Dark - Not Lighted,,1
Virginia,January,17,Dusk,,1
Virginia,January,20,Dark - Not Lighted,,2
Virginia,January,6,Dark - Lighted,,1
Virginia,January,14,Daylight,,1
Virginia,January,2,Dark - Not Lighted,,1
Virginia,February,9,Daylight,,1
Virginia,January,15,Daylight,,1
Virginia,February,9,Daylight,,1
Virginia,February,14,Daylight,,1
Virginia,February,4,Dark - Not Lighted,,1
Virginia,February,17,Daylight,,1
Virginia,February,12,Daylight,,1
Virginia,February,15,Daylight,,1
Virginia,February,22,Dark - Not Lighted,,1
Virginia,January,1,Dark - Not Lighted,,1
Virginia,January,1,Dark - Not Lighted,,1
Virginia,February,11,Daylight,,1
Virginia,February,22,Dark - Lighted,,2
Virginia,January,9,Daylight,,1
Virginia,February,10,Daylight,,1
Virginia,February,16,Daylight,,1
Virginia,February,20,Dark - Not Lighted,,1
Virginia,February,16,Daylight,,2
Virginia,February,21,Dark - Not Lighted,,2
Virginia,February,0,Dark - Lighted,,1
Virginia,February,6,Dawn,,1
Virginia,January,20,Dark - Lighted,,1
Virginia,February,17,Daylight,,1
Virginia,February,8,Daylight,,1
Virginia,March,14,Daylight,,1
Virginia,March,0,Dark - Not Lighted,,1
Virginia,March,23,Dark - Not Lighted,,1
Virginia,March,9,Daylight,,1
Virginia,March,7,Daylight,,1
Virginia,February,21,Dark - Not Lighted,,1
Virginia,March,13,Daylight,,1
Virginia,February,6,Dark - Lighted,,1
Virginia,February,20,Dark - Not Lighted,,1
Virginia,March,18,Daylight,,1
Virginia,March,19,Dark - Not Lighted,,1
Virginia,March,22,Dark - Not Lighted,,2
Virginia,March,10,Daylight,,1
Virginia,March,6,Dark - Not Lighted,,1
Virginia,March,23,Dark - Not Lighted,,2
Virginia,March,13,Daylight,,1
Virginia,March,14,Daylight,,1
Virginia,March,6,Dark - Not Lighted,,1
Virginia,March,22,Dark - Not Lighted,,1
Virginia,March,18,Daylight,,1
Virginia,March,4,Dark - Not Lighted,,1
Virginia,February,18,Dark - Lighted,,2
Virginia,March,2,Dark - Lighted,,1
Virginia,March,14,Daylight,,1
Virginia,March,23,Dark - Not Lighted,,2
Virginia,March,17,Daylight,,1
Virginia,March,20,Dark - Lighted,,1
Virginia,March,6,Dark - Not Lighted,,1
Virginia,February,15,Daylight,,1
Virginia,February,1,Dark - Not Lighted,,1
Virginia,February,15,Daylight,,1
Virginia,February,12,Daylight,,1
Virginia,February,3,Dark - Not Lighted,,1
Virginia,February,15,Daylight,,1
Virginia,February,6,Daylight,,1
Virginia,February,17,Daylight,,2
Virginia,March,14,Daylight,,1
Virginia,March,9,Daylight,,2
Virginia,February,15,Daylight,,1
Virginia,February,18,Dark - Not Lighted,,1
Virginia,February,11,Daylight,,1
Virginia,March,2,Dark - Lighted,,1
Virginia,March,0,Dark - Not Lighted,,1
Virginia,March,17,Daylight,,1
Virginia,March,16,Daylight,,1
Virginia,March,0,Dark - Not Lighted,,3
Virginia,March,15,Daylight,,1
Virginia,March,3,Dark - Not Lighted,,1
Virginia,March,21,Dark - Not Lighted,,1
Virginia,March,13,Daylight,,1
Virginia,January,7,Dark - Unknown Lighting,,1
Virginia,February,23,Dark - Not Lighted,,1
Virginia,January,22,Dark - Not Lighted,,1
Virginia,January,10,Daylight,,1
Virginia,February,8,Daylight,,1
Virginia,January,23,Dark - Not Lighted,,1
Virginia,March,16,Daylight,,1
Virginia,April,5,Dark - Not Lighted,,1
Virginia,March,13,Daylight,,1
Virginia,April,8,Daylight,,1
Virginia,April,23,Dark - Not Lighted,,1
Virginia,April,3,Dark - Lighted,,1
Virginia,April,2,Dark - Not Lighted,,1
Virginia,April,15,Daylight,,1
Virginia,April,16,Daylight,,1
Virginia,March,14,Daylight,,1
Virginia,March,10,Daylight,,1
Virginia,March,17,Daylight,,1
Virginia,March,12,Daylight,,1
Virginia,April,12,Daylight,,1
Virginia,April,21,Dark - Not Lighted,,1
Virginia,April,14,Daylight,,1
Virginia,April,3,Dark - Not Lighted,,1
Virginia,April,12,Daylight,,1
Virginia,April,10,Daylight,,1
Virginia,April,14,Daylight,,1
Virginia,April,18,Daylight,,1
Virginia,April,7,Daylight,,1
Virginia,April,0,Dark - Not Lighted,,1
Virginia,January,4,Dark - Not Lighted,,1
Virginia,April,4,Dark - Not Lighted,,1
Virginia,April,19,Dusk,,1
Virginia,April,1,Dark - Not Lighted,,1
Virginia,February,16,Daylight,,1
Virginia,January,12,Daylight,,1
Virginia,April,16,Daylight,,1
Virginia,February,20,Dark - Lighted,,1
Virginia,March,10,Daylight,,1
Virginia,March,1,Dark - Lighted,,1
Virginia,April,16,Daylight,,1
Virginia,April,22,Dark - Not Lighted,,1
Virginia,April,18,Daylight,,2
Virginia,April,14,Daylight,,1
Virginia,April,12,Daylight,,1
Virginia,April,21,Dark - Lighted,,1
Virginia,April,18,Daylight,,1
Virginia,April,13,Daylight,,1
Virginia,April,23,Dark - Not Lighted,,1
Virginia,April,13,Daylight,,1
Virginia,April,15,Daylight,,1
Virginia,April,3,Dark - Not Lighted,,1
Virginia,April,20,Dusk,,1
Virginia,March,14,Daylight,,1
Virginia,March,3,Dark - Lighted,,1
Virginia,February,17,Daylight,,1
Virginia,February,5,Dawn,,1
Virginia,February,0,Dark - Not Lighted,,1
Virginia,March,19,Dark - Not Lighted,,1
Virginia,March,14,Daylight,,1
Virginia,March,22,Dark - Not Lighted,,1
Virginia,March,20,Dark - Not Lighted,,1
Virginia,March,0,Dark - Lighted,,1
Virginia,March,17,Daylight,,1
Virginia,April,15,Daylight,,1
Virginia,April,15,Daylight,,1
Virginia,April,21,Dark - Not Lighted,,1
Virginia,April,15,Daylight,,1
Virginia,April,18,Dusk,,1
Virginia,April,15,Daylight,,1
Virginia,April,22,Dark - Unknown Lighting,,1
Virginia,April,22,Dark - Lighted,,1
Virginia,April,2,Dark - Not Lighted,,1
Virginia,April,20,Dark - Not Lighted,,1
Virginia,April,12,Daylight,,1
Virginia,April,21,Dark - Not Lighted,,1
Virginia,April,13,Daylight,,1
Virginia,April,17,Daylight,,1
Virginia,April,19,Dusk,,1
Virginia,May,21,Dark - Lighted,,1
Virginia,April,9,Daylight,,1
Virginia,May,11,Daylight,,1
Virginia,May,18,Daylight,,1
Virginia,May,12,Daylight,,2
Virginia,April,20,Dark - Lighted,,1
Virginia,May,15,Daylight,,1
Virginia,May,22,Dark - Not Lighted,,1
Virginia,May,0,Dark - Not Lighted,,2
Virginia,May,22,Dark - Not Lighted,,2
Virginia,April,19,Daylight,,1
Virginia,May,16,Daylight,,1
Virginia,May,23,Dark - Not Lighted,,2
Virginia,April,14,Daylight,,1
Virginia,May,5,Dark - Not Lighted,,1
Virginia,May,19,Daylight,,1
Virginia,April,14,Daylight,,1
Virginia,April,14,Daylight,,1
Virginia,May,1,Dark - Lighted,,1
Virginia,May,21,Dark - Not Lighted,,2
Virginia,March,23,Dark - Lighted,,1
Virginia,February,8,Daylight,,1
Virginia,February,4,Dark - Not Lighted,,1
Virginia,March,7,Daylight,,1
Virginia,April,15,Daylight,,1
Virginia,May,21,Dark - Not Lighted,,1
Virginia,April,14,Daylight,,1
Virginia,May,20,Dark - Not Lighted,,1
Virginia,May,14,Daylight,,1
Virginia,May,13,Daylight,,1
Virginia,May,21,Dark - Not Lighted,,1
Virginia,May,7,Daylight,,1
Virginia,May,20,Daylight,,1
Virginia,May,20,Dark - Not Lighted,,1
Virginia,May,9,Daylight,,1
Virginia,May,2,Dark - Not Lighted,,1
Virginia,May,5,Dark - Not Lighted,,1
Virginia,May,11,Daylight,,1
Virginia,May,21,Dark - Not Lighted,,1
Virginia,May,23,Dark - Lighted,,1
Virginia,May,21,Dark - Not Lighted,,1
Virginia,May,14,Daylight,,1
Virginia,May,0,Dark - Not Lighted,,4
Virginia,May,13,Daylight,,1
Virginia,May,21,Dark - Not Lighted,,2
Virginia,May,0,Dark - Lighted,,1
Virginia,May,1,Dark - Lighted,,1
Virginia,March,10,Daylight,,1
Virginia,May,14,Daylight,,1
Virginia,May,13,Daylight,,1
Virginia,May,20,Dark - Lighted,,1
Virginia,May,18,Daylight,,1
Virginia,May,13,Daylight,,1
Virginia,May,13,Daylight,,1
Virginia,May,1,Dark - Not Lighted,,1
Virginia,May,20,Dark - Not Lighted,,1
Virginia,May,13,Daylight,,1
Virginia,May,4,Dark - Not Lighted,,1
Virginia,May,21,Dark - Not Lighted,,1
Virginia,April,0,Dark - Not Lighted,,1
Virginia,May,4,Dark - Not Lighted,,1
Virginia,May,15,Daylight,,1
Virginia,May,12,Daylight,,1
Virginia,May,5,Dark - Not Lighted,,2
Virginia,May,19,Daylight,,1
Virginia,May,15,Daylight,,1
Virginia,May,22,Dark - Not Lighted,,1
Virginia,May,9,Daylight,,1
Virginia,May,18,Daylight,,1
Virginia,May,10,Daylight,,1
Virginia,May,20,Dark - Lighted,,1
Virginia,May,21,Dark - Lighted,,2
Virginia,April,20,Dark - Not Lighted,,1
Virginia,May,10,Daylight,,1
Virginia,June,19,Daylight,,1
Virginia,June,23,Dark - Not Lighted,,1
Virginia,June,16,Daylight,,1
Virginia,June,23,Dark - Not Lighted,,1
Virginia,May,12,Daylight,,1
Virginia,May,17,Daylight,,1
Virginia,April,21,Dark - Lighted,,1
Virginia,May,16,Daylight,,1
Virginia,May,1,Dark - Not Lighted,,1
Virginia,June,23,Dark - Not Lighted,,1
Virginia,May,19,Dusk,,1
Virginia,June,11,Daylight,,1
Virginia,June,8,Daylight,,1
Virginia,June,16,Daylight,,1
Virginia,June,2,Dark - Lighted,,1
Virginia,May,23,Dark - Lighted,,1
Virginia,June,11,Daylight,,1
Virginia,May,14,Daylight,,1
Virginia,June,18,Daylight,,1
Virginia,May,17,Daylight,,1
Virginia,June,14,Daylight,,1
Virginia,June,22,Dark - Not Lighted,,1
Virginia,May,15,Daylight,,1
Virginia,June,15,Daylight,,1
Virginia,June,12,Daylight,,1
Virginia,May,14,Daylight,,1
Virginia,June,3,Dark - Lighted,,1
Virginia,June,12,Daylight,,1
Virginia,June,17,Daylight,,1
Virginia,June,14,Daylight,,1
Virginia,June,20,Dark - Lighted,,1
Virginia,May,10,Daylight,,1
Virginia,June,13,Daylight,,1
Virginia,June,4,Dark - Lighted,,1
Virginia,June,18,Daylight,,1
Virginia,June,18,Daylight,,1
Virginia,March,9,Daylight,,1
Virginia,April,19,Dark - Lighted,,1
Virginia,May,22,Dark - Lighted,,1
Virginia,June,7,Daylight,,1
Virginia,June,21,Dark - Not Lighted,,1
Virginia,June,14,Daylight,,1
Virginia,June,14,Daylight,,1
Virginia,June,13,Daylight,,1
Virginia,May,22,Dark - Not Lighted,,1
Virginia,June,23,Dark - Not Lighted,,1
Virginia,January,18,Dark - Lighted,,1
Virginia,June,18,Daylight,,1
Virginia,June,2,Dark - Lighted,,1
Virginia,June,15,Daylight,,1
Virginia,June,12,Daylight,,1
Virginia,June,15,Daylight,,2
Virginia,July,12,Daylight,,1
Virginia,July,18,Daylight,,1
Virginia,July,19,Dark - Not Lighted,,1
Virginia,June,2,Dark - Lighted,,1
Virginia,April,12,Daylight,,1
Virginia,April,23,Dark - Not Lighted,,1
Virginia,June,19,Daylight,,1
Virginia,July,12,Daylight,,1
Virginia,July,15,Daylight,,1
Virginia,July,12,Daylight,,1
Virginia,July,22,Dark - Not Lighted,,1
Virginia,July,11,Daylight,,1
Virginia,June,11,Daylight,,1
Virginia,April,17,Daylight,,1
Virginia,April,14,Daylight,,1
Virginia,April,3,Dark - Lighted,,1
Virginia,April,12,Daylight,,1
Virginia,May,18,Daylight,,1
Virginia,May,17,Daylight,,1
Virginia,May,1,Dark - Not Lighted,,1
Virginia,June,11,Daylight,,4
Virginia,June,2,Dark - Not Lighted,,1
Virginia,June,6,Daylight,,1
Virginia,June,22,Dark - Not Lighted,,1
Virginia,June,8,Daylight,,1
Virginia,June,23,Dark - Lighted,,1
Virginia,July,12,Daylight,,1
Virginia,July,8,Daylight,,1
Virginia,July,16,Daylight,,1
Virginia,July,14,Daylight,,1
Virginia,July,7,Daylight,,1
Virginia,July,13,Daylight,,1
Virginia,July,17,Daylight,,1
Virginia,July,8,Daylight,,1
Virginia,July,14,Daylight,,2
Virginia,July,15,Daylight,,1
Virginia,June,11,Daylight,,1
Virginia,July,19,Daylight,,1
Virginia,April,10,Daylight,,1
Virginia,May,2,Dark - Lighted,,1
Virginia,June,14,Daylight,,1
Virginia,June,22,Dark - Lighted,,1
Virginia,July,1,Dark - Lighted,,1
Virginia,July,15,Daylight,,1
Virginia,July,10,Daylight,,1
Virginia,July,14,Daylight,,4
Virginia,July,15,Daylight,,1
Virginia,July,19,Daylight,,1
Virginia,June,20,Dusk,,1
Virginia,April,14,Daylight,,1
Virginia,July,12,Daylight,,1
Virginia,July,22,Dark - Lighted,,1
Virginia,July,17,Daylight,,1
Virginia,July,12,Daylight,,1
Virginia,July,23,Dark - Not Lighted,,1
