STATENAME,MONTHNAME,HOUR,LGT_CONDNAME,,FATALS
Colorado,May,12,Daylight,,1
Colorado,April,7,Daylight,,1
Colorado,June,8,Daylight,,1
Colorado,June,17,Daylight,,2
Colorado,June,21,Dark - Lighted,,1
Colorado,June,3,Dark - Not Lighted,,1
Colorado,June,7,Daylight,,1
Colorado,June,0,Dark - Not Lighted,,1
Colorado,June,12,Daylight,,1
Colorado,June,13,Daylight,,1
Colorado,June,11,Daylight,,1
Colorado,June,10,Daylight,,1
Colorado,June,3,Dark - Not Lighted,,1
Colorado,June,12,Daylight,,1
Colorado,June,12,Daylight,,1
Colorado,June,13,Daylight,,1
Colorado,June,17,Daylight,,1
Colorado,June,18,Daylight,,1
Colorado,June,20,Dusk,,1
Colorado,June,21,Dark - Not Lighted,,1
Colorado,June,0,Dark - Lighted,,1
Colorado,June,16,Daylight,,1
Colorado,June,13,Daylight,,1
Colorado,June,12,Daylight,,1
Colorado,June,17,Daylight,,1
Colorado,June,15,Daylight,,1
Colorado,June,21,Dark - Lighted,,1
Colorado,June,3,Dark - Not Lighted,,1
Colorado,June,19,Daylight,,1
Colorado,June,22,Dark - Not Lighted,,1
Colorado,June,20,Dark - Lighted,,1
Colorado,June,21,Dark - Not Lighted,,1
Colorado,June,0,Dark - Lighted,,1
Colorado,June,0,Dark - Not Lighted,,1
Colorado,June,13,Daylight,,1
Colorado,June,14,Daylight,,1
Colorado,June,14,Daylight,,1
Colorado,June,14,Daylight,,1
Colorado,June,14,Daylight,,1
Colorado,June,22,Dark - Not Lighted,,1
Colorado,June,19,Daylight,,1
Colorado,June,20,Dark - Lighted,,1
Colorado,June,16,Daylight,,1
Colorado,June,11,Daylight,,1
Colorado,June,15,Daylight,,1
Colorado,June,7,Daylight,,1
Colorado,June,16,Daylight,,2
Colorado,June,21,Dark - Lighted,,1
Colorado,June,18,Daylight,,1
Colorado,June,7,Daylight,,1
Colorado,June,14,Daylight,,1
Colorado,June,21,Dusk,,1
Colorado,June,7,Daylight,,1
Colorado,June,8,Daylight,,1
Colorado,June,22,Dark - Lighted,,1
Colorado,June,21,Dark - Not Lighted,,1
Colorado,June,18,Daylight,,1
Colorado,June,18,Daylight,,1
Colorado,June,15,Daylight,,1
Colorado,June,20,Daylight,,1
Colorado,June,12,Daylight,,1
Colorado,June,19,Daylight,,1
Colorado,June,2,Dark - Lighted,,1
Colorado,June,23,Dark - Lighted,,1
Colorado,June,14,Daylight,,2
Colorado,June,1,Dark - Lighted,,1
Colorado,April,20,Dark - Lighted,,1
Colorado,July,21,Dark - Lighted,,1
Colorado,July,22,Dark - Not Lighted,,1
Colorado,July,22,Dark - Not Lighted,,1
Colorado,July,1,Dark - Not Lighted,,1
Colorado,July,14,Daylight,,1
Colorado,July,17,Daylight,,1
Colorado,July,23,Dark - Lighted,,1
Colorado,July,0,Dark - Not Lighted,,1
Colorado,July,15,Daylight,,1
Colorado,July,9,Daylight,,1
Colorado,July,17,Daylight,,1
Colorado,July,1,Dark - Lighted,,1
Colorado,July,22,Dark - Lighted,,1
Colorado,July,20,Daylight,,1
Colorado,July,15,Daylight,,1
Colorado,July,15,Daylight,,1
Colorado,July,20,Dusk,,1
Colorado,July,22,Dark - Not Lighted,,1
Colorado,July,14,Daylight,,1
Colorado,July,18,Daylight,,1
Colorado,July,10,Daylight,,1
Colorado,July,9,Daylight,,1
Colorado,July,10,Daylight,,1
Colorado,July,10,Daylight,,1
Colorado,July,16,Daylight,,1
Colorado,July,18,Daylight,,1
Colorado,July,11,Daylight,,1
Colorado,July,11,Daylight,,1
Colorado,July,12,Daylight,,1
Colorado,July,7,Daylight,,1
Colorado,July,22,Dark - Not Lighted,,2
Colorado,July,8,Daylight,,1
Colorado,July,17,Daylight,,1
Colorado,July,2,Dark - Lighted,,1
Colorado,July,3,Dark - Not Lighted,,2
Colorado,July,8,Daylight,,1
Colorado,July,14,Daylight,,1
Colorado,July,1,Dark - Not Lighted,,1
Colorado,July,10,Daylight,,1
Colorado,July,13,Daylight,,1
Colorado,July,1,Dark - Lighted,,1
Colorado,July,7,Daylight,,1
Colorado,July,22,Dark - Not Lighted,,1
Colorado,July,2,Dark - Not Lighted,,1
Colorado,July,14,Daylight,,1
Colorado,July,23,Dark - Lighted,,2
Colorado,July,17,Daylight,,1
Colorado,July,9,Daylight,,1
Colorado,July,13,Daylight,,1
Colorado,July,21,Dark - Not Lighted,,1
Colorado,July,22,Dark - Not Lighted,,1
Colorado,July,18,Daylight,,1
Colorado,July,22,Dark - Not Lighted,,1
Colorado,July,2,Dark - Lighted,,1
Colorado,July,18,Daylight,,2
Colorado,July,1,Dark - Lighted,,1
Colorado,July,10,Daylight,,1
Colorado,July,11,Daylight,,1
Colorado,July,13,Daylight,,1
Colorado,April,21,Dark - Not Lighted,,1
Colorado,March,14,Daylight,,1
Colorado,May,11,Daylight,,1
Colorado,June,0,Dark - Lighted,,1
Colorado,July,14,Daylight,,1
Colorado,July,22,Dark - Lighted,,1
Colorado,July,18,Daylight,,1
Colorado,July,18,Daylight,,1
Colorado,August,0,Dark - Not Lighted,,1
Colorado,August,7,Daylight,,1
Colorado,August,20,Dark - Not Lighted,,1
Colorado,August,18,Daylight,,1
Colorado,August,23,Dark - Lighted,,1
Colorado,August,18,Daylight,,2
Colorado,August,18,Daylight,,1
Colorado,August,3,Dark - Not Lighted,,1
Colorado,August,0,Dark - Not Lighted,,1
Colorado,August,12,Daylight,,1
Colorado,August,19,Dusk,,1
Colorado,August,3,Dark - Lighted,,1
Colorado,August,15,Daylight,,1
Colorado,August,16,Daylight,,1
Colorado,August,19,Daylight,,1
Colorado,August,15,Daylight,,1
Colorado,August,16,Daylight,,1
Colorado,August,19,Dark - Lighted,,1
Colorado,August,20,Dark - Not Lighted,,1
Colorado,August,21,Dark - Not Lighted,,1
Colorado,August,4,Dark - Lighted,,1
Colorado,August,3,Dark - Not Lighted,,1
Colorado,August,19,Daylight,,1
Colorado,August,18,Daylight,,1
Colorado,August,4,Dark - Lighted,,1
Colorado,August,3,Dark - Not Lighted,,1
Colorado,August,11,Daylight,,1
Colorado,August,21,Dark - Not Lighted,,1
Colorado,August,2,Dark - Lighted,,1
Colorado,August,21,Dark - Lighted,,1
Colorado,August,2,Dark - Not Lighted,,1
Colorado,August,15,Daylight,,1
Colorado,August,11,Daylight,,1
Colorado,August,5,Dark - Lighted,,1
Colorado,August,15,Daylight,,3
Colorado,August,5,Dawn,,1
Colorado,August,7,Daylight,,2
Colorado,August,15,Daylight,,1
Colorado,August,21,Dark - Lighted,,1
Colorado,August,21,Dark - Not Lighted,,1
Colorado,August,16,Daylight,,1
Colorado,August,14,Daylight,,1
Colorado,August,15,Daylight,,1
Colorado,August,18,Daylight,,1
Colorado,August,13,Daylight,,1
Colorado,August,14,Daylight,,1
Colorado,August,9,Daylight,,1
Colorado,August,22,Dark - Lighted,,1
Colorado,August,10,Daylight,,1
Colorado,August,22,Dark - Lighted,,1
Colorado,August,11,Daylight,,1
Colorado,August,6,Daylight,,1
Colorado,August,21,Dark - Lighted,,1
Colorado,August,0,Dark - Lighted,,1
Colorado,August,23,Dark - Lighted,,1
Colorado,August,7,Daylight,,1
Colorado,August,23,Dark - Lighted,,1
Colorado,August,19,Daylight,,1
Colorado,September,19,Dark - Not Lighted,,1
Colorado,September,19,Dusk,,1
Colorado,September,16,Daylight,,1
Colorado,September,13,Daylight,,1
Colorado,September,23,Dark - Lighted,,1
Colorado,September,21,Dark - Lighted,,5
Colorado,September,2,Dark - Not Lighted,,1
Colorado,September,22,Dark - Not Lighted,,2
Colorado,September,23,Dark - Not Lighted,,1
Colorado,September,19,Dusk,,1
Colorado,September,20,Dark - Not Lighted,,1
Colorado,September,8,Daylight,,1
Colorado,September,15,Daylight,,1
Colorado,September,23,Dark - Not Lighted,,1
Colorado,September,8,Daylight,,1
Colorado,September,14,Daylight,,1
Colorado,September,0,Dark - Not Lighted,,2
Colorado,September,7,Daylight,,1
Colorado,September,8,Daylight,,1
Colorado,September,10,Daylight,,1
Colorado,September,0,Dark - Lighted,,2
Colorado,September,4,Dark - Lighted,,1
Colorado,September,20,Dark - Lighted,,1
Colorado,September,22,Dark - Not Lighted,,1
Colorado,September,8,Daylight,,1
Colorado,September,21,Dark - Lighted,,1
Colorado,September,8,Daylight,,1
Colorado,September,18,Daylight,,1
Colorado,September,19,Dusk,,2
Colorado,September,21,Dark - Not Lighted,,1
Colorado,September,4,Dark - Not Lighted,,1
Colorado,September,23,Dark - Lighted,,1
Colorado,September,15,Daylight,,1
Colorado,September,18,Daylight,,1
Colorado,September,19,Dark - Not Lighted,,1
Colorado,September,3,Dark - Not Lighted,,1
Colorado,September,15,Daylight,,1
Colorado,September,21,Dark - Lighted,,1
Colorado,September,10,Daylight,,1
Colorado,September,9,Daylight,,1
Colorado,September,19,Dark - Not Lighted,,1
Colorado,September,10,Daylight,,1
Colorado,September,14,Daylight,,1
Colorado,September,22,Dark - Not Lighted,,1
Colorado,September,13,Daylight,,1
Colorado,September,22,Dark - Lighted,,1
Colorado,September,16,Daylight,,1
Colorado,September,22,Dark - Lighted,,1
Colorado,September,2,Dark - Lighted,,1
Colorado,September,9,Daylight,,1
Colorado,September,12,Daylight,,1
Colorado,September,7,Daylight,,1
Colorado,September,19,Dusk,,1
Colorado,September,20,Dark - Not Lighted,,1
Colorado,June,19,Dark - Lighted,,1
Colorado,June,0,Dark - Not Lighted,,1
Colorado,July,20,Dusk,,1
Colorado,August,2,Dark - Lighted,,1
Colorado,October,2,Dark - Lighted,,1
Colorado,October,0,Dark - Not Lighted,,1
Colorado,October,18,Dark - Not Lighted,,3
Colorado,October,20,Dark - Lighted,,1
Colorado,October,21,Dark - Not Lighted,,1
Colorado,October,19,Dusk,,1
Colorado,October,19,Dark - Lighted,,1
Colorado,October,8,Daylight,,2
Colorado,October,0,Dark - Lighted,,1
Colorado,October,19,Dark - Lighted,,1
Colorado,October,0,Dark - Lighted,,1
Colorado,October,4,Dark - Lighted,,1
Colorado,October,7,Daylight,,1
Colorado,October,11,Daylight,,1
Colorado,October,11,Daylight,,1
Colorado,October,16,Daylight,,1
Colorado,October,18,Dusk,,1
Colorado,October,0,Dark - Lighted,,1
Colorado,October,22,Dark - Not Lighted,,1
Colorado,October,6,Dark - Lighted,,1
Colorado,October,13,Daylight,,1
Colorado,October,22,Dark - Lighted,,1
Colorado,October,21,Dark - Lighted,,1
Colorado,October,2,Dark - Lighted,,1
Colorado,October,13,Daylight,,2
Colorado,October,9,Daylight,,1
Colorado,October,9,Daylight,,1
Colorado,October,11,Daylight,,1
Colorado,October,17,Daylight,,1
Colorado,October,0,Dark - Lighted,,1
Colorado,October,8,Daylight,,1
Colorado,October,17,Daylight,,1
Colorado,October,20,Dark - Not Lighted,,1
Colorado,October,23,Dark - Lighted,,1
Colorado,October,0,Dark - Not Lighted,,1
Colorado,October,21,Dark - Lighted,,1
Colorado,October,2,Dark - Not Lighted,,1
Colorado,October,22,Dark - Not Lighted,,1
Colorado,October,20,Dark - Lighted,,1
Colorado,October,18,Dark - Not Lighted,,1
Colorado,October,6,Dark - Not Lighted,,1
Colorado,October,15,Daylight,,1
Colorado,October,19,Dark - Lighted,,1
Colorado,October,20,Dark - Lighted,,1
Colorado,October,7,Daylight,,1
Colorado,October,0,Dark - Lighted,,1
Colorado,October,17,Daylight,,1
Colorado,October,0,Dark - Lighted,,1
Colorado,October,16,Daylight,,1
Colorado,October,21,Dark - Lighted,,1
Colorado,October,0,Dark - Lighted,,1
Colorado,October,16,Daylight,,1
Colorado,October,10,Daylight,,1
Colorado,October,15,Daylight,,1
Colorado,October,11,Daylight,,2
Colorado,October,16,Daylight,,1
Colorado,October,22,Dark - Lighted,,1
Colorado,October,10,Daylight,,1
Colorado,October,2,Dark - Lighted,,1
Colorado,October,19,Dark - Lighted,,1
Colorado,October,17,Dark - Not Lighted,,1
Colorado,October,2,Dark - Not Lighted,,4
Colorado,October,18,Dark - Lighted,,1
Colorado,October,8,Daylight,,1
Colorado,October,17,Daylight,,1
Colorado,October,16,Daylight,,1
Colorado,October,19,Dark - Lighted,,1
Colorado,October,18,Dark - Not Lighted,,1
Colorado,October,17,Daylight,,1
Colorado,October,16,Daylight,,1
Colorado,October,0,Dark - Lighted,,1
Colorado,October,17,Daylight,,1
Colorado,October,22,Dark - Lighted,,1
Colorado,October,2,Dark - Lighted,,1
Colorado,August,17,Daylight,,1
Colorado,September,12,Daylight,,1
Colorado,November,5,Dark - Not Lighted,,1
Colorado,November,15,Daylight,,1
Colorado,November,15,Daylight,,1
Colorado,November,17,Daylight,,1
Colorado,November,5,Dark - Lighted,,1
Colorado,November,19,Dark - Lighted,,1
Colorado,November,11,Daylight,,1
Colorado,November,18,Dusk,,1
Colorado,November,4,Dark - Not Lighted,,1
Colorado,November,5,Dark - Not Lighted,,1
Colorado,November,16,Dusk,,1
Colorado,November,8,Daylight,,1
Colorado,November,0,Dark - Not Lighted,,1
Colorado,November,3,Dark - Not Lighted,,1
Colorado,November,3,Dark - Not Lighted,,1
Colorado,November,21,Dark - Lighted,,1
Colorado,November,4,Dark - Not Lighted,,1
Colorado,November,17,Dark - Not Lighted,,1
Colorado,November,19,Dark - Lighted,,1
Colorado,November,11,Daylight,,1
Colorado,November,17,Dusk,,1
Colorado,November,23,Dark - Not Lighted,,1
Colorado,November,9,Daylight,,1
Colorado,November,15,Daylight,,2
Colorado,November,3,Dark - Not Lighted,,1
Colorado,November,10,Daylight,,1
Colorado,November,9,Daylight,,1
Colorado,November,17,Dark - Not Lighted,,1
Colorado,November,11,Daylight,,1
Colorado,November,22,Dark - Lighted,,1
Colorado,November,17,Dark - Not Lighted,,2
Colorado,November,8,Daylight,,1
Colorado,November,14,Daylight,,1
Colorado,November,10,Daylight,,3
Colorado,November,8,Daylight,,2
Colorado,November,10,Daylight,,1
Colorado,November,13,Daylight,,1
Colorado,November,0,Dark - Lighted,,1
Colorado,November,5,Dark - Lighted,,1
Colorado,November,6,Dark - Lighted,,1
Colorado,November,0,Dark - Not Lighted,,1
Colorado,November,16,Daylight,,1
Colorado,November,7,Daylight,,1
Colorado,November,11,Daylight,,1
Colorado,November,15,Daylight,,1
Colorado,November,20,Dark - Not Lighted,,1
Colorado,November,7,Daylight,,1
Colorado,November,5,Dawn,,1
Colorado,November,21,Dark - Not Lighted,,1
Colorado,November,19,Dark - Lighted,,1
Colorado,November,16,Daylight,,2
Colorado,November,22,Dark - Lighted,,1
Colorado,November,11,Daylight,,1
Colorado,November,6,Dawn,,1
Colorado,November,22,Dark - Lighted,,1
Colorado,November,20,Dark - Lighted,,1
Colorado,November,22,Dark - Lighted,,1
Colorado,November,19,Dark - Lighted,,1
Colorado,November,14,Daylight,,1
Colorado,November,8,Daylight,,1
Colorado,December,17,Dark - Lighted,,1
Colorado,December,17,Dusk,,1
Colorado,December,6,Dawn,,1
Colorado,December,21,Dark - Not Lighted,,1
Colorado,December,22,Dark - Lighted,,1
Colorado,December,1,Dark - Not Lighted,,1
Colorado,December,8,Daylight,,1
Colorado,December,23,Dark - Not Lighted,,1
Colorado,December,17,Dark - Lighted,,1
Colorado,December,7,Daylight,,1
Colorado,December,17,Dark - Not Lighted,,1
Colorado,December,4,Dark - Lighted,,1
Colorado,December,18,Dark - Lighted,,1
Colorado,December,18,Dark - Lighted,,1
Colorado,December,6,Dawn,,1
Colorado,December,14,Daylight,,1
Colorado,December,10,Daylight,,1
Colorado,December,20,Dark - Not Lighted,,1
Colorado,December,7,Daylight,,1
Colorado,December,2,Dark - Lighted,,1
Colorado,December,23,Dark - Not Lighted,,1
Colorado,December,4,Dark - Not Lighted,,1
Colorado,December,17,Dark - Not Lighted,,1
Colorado,December,17,Dark - Lighted,,1
Colorado,December,20,Dark - Not Lighted,,1
Colorado,December,3,Dark - Lighted,,1
Colorado,December,23,Dark - Lighted,,2
Colorado,December,0,Dark - Lighted,,1
Colorado,December,12,Daylight,,1
Colorado,December,15,Daylight,,1
Colorado,December,23,Dark - Lighted,,1
Colorado,December,17,Dark - Lighted,,1
Colorado,December,19,Dark - Lighted,,1
Colorado,December,12,Daylight,,1
Colorado,December,20,Dark - Lighted,,1
Colorado,December,11,Daylight,,1
Colorado,December,7,Daylight,,1
Colorado,December,15,Daylight,,1
Colorado,December,18,Dark - Lighted,,1
Colorado,December,18,Dark - Lighted,,1
Colorado,September,1,Dark - Lighted,,1
Colorado,November,0,Dark - Lighted,,1
Colorado,November,19,Dark - Not Lighted,,1
Colorado,November,11,Daylight,,1
Colorado,October,13,Daylight,,1
Connecticut,January,1,Dark - Lighted,,1
Connecticut,January,3,Dark - Not Lighted,,1
Connecticut,January,17,Dark - Not Lighted,,1
Connecticut,January,1,Dark - Lighted,,1
Connecticut,January,23,Dark - Lighted,,1
Connecticut,January,13,Daylight,,1
Connecticut,January,15,Daylight,,1
Connecticut,January,20,Dark - Lighted,,1
Connecticut,January,8,Daylight,,1
Connecticut,January,11,Daylight,,1
Connecticut,February,8,Daylight,,1
Connecticut,February,22,Dark - Lighted,,1
Connecticut,February,23,Dark - Not Lighted,,1
Connecticut,February,22,Dark - Not Lighted,,1
Connecticut,February,6,Dawn,,1
Connecticut,February,17,Dark - Not Lighted,,1
Connecticut,February,3,Dark - Not Lighted,,1
Connecticut,February,6,Dark - Lighted,,1
Connecticut,January,18,Dark - Lighted,,1
Connecticut,March,19,Dark - Not Lighted,,1
Connecticut,February,10,Daylight,,1
Connecticut,March,20,Dark - Not Lighted,,1
Connecticut,March,18,Daylight,,1
Connecticut,March,16,Daylight,,1
Connecticut,March,22,Dark - Not Lighted,,1
Connecticut,February,18,Dark - Lighted,,1
Connecticut,April,23,Dark - Not Lighted,,1
Connecticut,January,0,Dark - Lighted,,2
Connecticut,April,23,Dark - Lighted,,1
Connecticut,March,20,Dark - Lighted,,1
Connecticut,January,19,Dark - Lighted,,1
Connecticut,April,14,Daylight,,1
Connecticut,April,15,Daylight,,1
Connecticut,January,7,Daylight,,1
Connecticut,April,0,Dark - Lighted,,1
Connecticut,April,0,Dark - Lighted,,1
Connecticut,April,16,Daylight,,1
Connecticut,April,12,Daylight,,1
Connecticut,May,12,Daylight,,1
Connecticut,April,22,Dark - Lighted,,3
Connecticut,March,12,Daylight,,1
Connecticut,March,19,Dark - Not Lighted,,1
Connecticut,May,10,Daylight,,1
Connecticut,April,15,Daylight,,1
Connecticut,May,16,Daylight,,1
Connecticut,March,14,Daylight,,1
Connecticut,May,16,Daylight,,1
Connecticut,March,19,Dusk,,1
Connecticut,May,21,Dark - Not Lighted,,2
Connecticut,May,15,Daylight,,1
Connecticut,May,21,Dark - Lighted,,1
Connecticut,May,17,Daylight,,1
Connecticut,May,5,Daylight,,1
Connecticut,May,19,Dark - Not Lighted,,1
Connecticut,February,22,Dark - Lighted,,1
Connecticut,April,6,Dawn,,2
Connecticut,May,16,Daylight,,1
Connecticut,June,8,Daylight,,1
Connecticut,May,6,Daylight,,1
Connecticut,May,20,Dark - Lighted,,1
Connecticut,March,17,Daylight,,1
Connecticut,April,21,Dark - Lighted,,1
Connecticut,May,22,Dark - Lighted,,1
Connecticut,May,21,Dark - Lighted,,1
Connecticut,June,23,Dark - Lighted,,1
Connecticut,June,22,Dark - Lighted,,1
Connecticut,June,23,Dark - Not Lighted,,1
Connecticut,June,9,Daylight,,1
Connecticut,June,22,Dark - Not Lighted,,1
Connecticut,March,3,Dark - Not Lighted,,1
Connecticut,June,14,Daylight,,1
Connecticut,June,10,Daylight,,1
Connecticut,June,19,Dusk,,1
Connecticut,June,10,Daylight,,1
Connecticut,June,15,Daylight,,1
Connecticut,June,2,Dark - Not Lighted,,1
Connecticut,July,18,Daylight,,1
Connecticut,July,22,Dark - Lighted,,2
Connecticut,June,0,Dark - Lighted,,1
Connecticut,June,19,Daylight,,1
Connecticut,May,23,Dark - Not Lighted,,1
Connecticut,July,1,Dark - Not Lighted,,1
Connecticut,June,23,Dark - Lighted,,1
Connecticut,April,23,Dark - Lighted,,1
Connecticut,July,21,Dark - Lighted,,1
Connecticut,April,15,Daylight,,1
Connecticut,May,0,Dark - Lighted,,1
Connecticut,June,13,Daylight,,1
Connecticut,July,13,Daylight,,1
Connecticut,July,2,Dark - Not Lighted,,1
Connecticut,July,1,Dark - Lighted,,1
Connecticut,July,14,Daylight,,1
Connecticut,August,17,Daylight,,1
Connecticut,July,14,Daylight,,1
Connecticut,July,14,Daylight,,1
Connecticut,July,22,Dark - Not Lighted,,1
Connecticut,July,4,Dark - Not Lighted,,1
Connecticut,May,1,Dark - Lighted,,1
Connecticut,August,21,Dark - Lighted,,1
Connecticut,August,20,Dark - Lighted,,1
Connecticut,August,0,Dark - Lighted,,1
Connecticut,August,2,Dark - Lighted,,1
Connecticut,August,13,Daylight,,2
Connecticut,August,15,Daylight,,1
Connecticut,June,21,Dark - Lighted,,1
Connecticut,January,22,Dark - Not Lighted,,1
Connecticut,May,22,Dark - Lighted,,1
Connecticut,May,7,Daylight,,1
Connecticut,July,9,Daylight,,1
Connecticut,August,18,Daylight,,1
Connecticut,August,6,Daylight,,1
Connecticut,August,21,Dark - Not Lighted,,1
Connecticut,August,17,Daylight,,1
Connecticut,August,22,Dark - Lighted,,1
Connecticut,August,0,Dark - Lighted,,1
Connecticut,March,22,Dark - Lighted,,1
Connecticut,July,17,Daylight,,1
Connecticut,August,13,Daylight,,1
Connecticut,September,15,Daylight,,1
Connecticut,September,22,Dark - Lighted,,1
Connecticut,August,0,Dark - Not Lighted,,1
Connecticut,September,19,Dark - Not Lighted,,1
Connecticut,August,19,Daylight,,1
Connecticut,August,0,Dark - Lighted,,1
Connecticut,August,6,Daylight,,1
Connecticut,August,11,Daylight,,1
Connecticut,June,5,Dawn,,1
Connecticut,April,0,Dark - Lighted,,1
Connecticut,September,1,Dark - Lighted,,1
Connecticut,June,0,Dark - Lighted,,1
Connecticut,June,2,Dark - Lighted,,1
Connecticut,July,10,Daylight,,1
Connecticut,September,16,Daylight,,1
Connecticut,October,19,Dark - Not Lighted,,1
Connecticut,October,16,Daylight,,1
Connecticut,October,13,Daylight,,1
Connecticut,October,13,Daylight,,1
Connecticut,October,15,Daylight,,1
Connecticut,September,4,Dark - Lighted,,2
Connecticut,July,21,Dark - Lighted,,1
Connecticut,September,18,Daylight,,1
Connecticut,October,22,Dark - Not Lighted,,1
Connecticut,October,22,Dark - Not Lighted,,1
Connecticut,October,15,Daylight,,1
Connecticut,October,20,Dark - Not Lighted,,1
Connecticut,April,17,Daylight,,1
Connecticut,October,13,Daylight,,2
Connecticut,November,22,Dark - Lighted,,1
Connecticut,November,15,Daylight,,2
Connecticut,November,7,Daylight,,1
Connecticut,November,15,Daylight,,1
Connecticut,September,16,Daylight,,1
Connecticut,April,18,Daylight,,1
Connecticut,October,9,Daylight,,1
Connecticut,September,18,Dusk,,1
Connecticut,November,7,Daylight,,1
Connecticut,November,13,Daylight,,1
Connecticut,November,0,Dark - Lighted,,1
Connecticut,September,15,Daylight,,1
Connecticut,November,14,Daylight,,1
Connecticut,July,9,Daylight,,1
Connecticut,June,19,Dark - Not Lighted,,1
Connecticut,July,15,Daylight,,1
Connecticut,June,15,Daylight,,1
Connecticut,October,12,Daylight,,1
Connecticut,November,12,Daylight,,2
Connecticut,October,18,Dark - Lighted,,1
Connecticut,February,0,Dark - Lighted,,1
Connecticut,August,19,Daylight,,1
Connecticut,April,12,Daylight,,1
Connecticut,August,6,Daylight,,1
Connecticut,August,20,Dark - Lighted,,1
Connecticut,September,12,Daylight,,1
Connecticut,October,6,Dark - Not Lighted,,1
Connecticut,October,21,Dark - Lighted,,1
Connecticut,November,20,Dark - Lighted,,1
Connecticut,December,20,Dark - Lighted,,1
Connecticut,December,13,Daylight,,1
Connecticut,December,21,Dark - Not Lighted,,1
Connecticut,July,17,Daylight,,1
Connecticut,November,12,Daylight,,1
Connecticut,August,11,Daylight,,1
Connecticut,November,22,Dark - Lighted,,1
Connecticut,December,14,Daylight,,1
Connecticut,June,1,Dark - Lighted,,1
Connecticut,November,0,Dark - Lighted,,1
Connecticut,November,17,Dark - Lighted,,1
Connecticut,December,19,Dark - Lighted,,1
Connecticut,December,11,Daylight,,1
Connecticut,December,4,Dark - Lighted,,1
Connecticut,June,6,Daylight,,1
Connecticut,April,13,Daylight,,1
Connecticut,December,23,Dark - Lighted,,1
Connecticut,June,1,Dark - Lighted,,1
Connecticut,September,21,Dark - Lighted,,1
Connecticut,January,11,Daylight,,1
Connecticut,December,23,Dark - Lighted,,1
Connecticut,October,3,Dark - Lighted,,1
Connecticut,November,15,Daylight,,2
Connecticut,October,21,Dark - Lighted,,1
Connecticut,December,11,Daylight,,1
Connecticut,December,18,Dark - Lighted,,1
Connecticut,December,2,Dark - Lighted,,1
Connecticut,September,17,Daylight,,2
Connecticut,December,19,Dark - Lighted,,1
Connecticut,November,16,Dark - Lighted,,1
Connecticut,July,15,Daylight,,1
Connecticut,December,17,Dark - Not Lighted,,1
Connecticut,November,17,Dark - Lighted,,1
Connecticut,July,18,Daylight,,1
Connecticut,September,15,Daylight,,1
Connecticut,April,7,Daylight,,1
Connecticut,August,0,Dark - Lighted,,1
Connecticut,November,19,Dark - Lighted,,1
Connecticut,September,20,Dark - Lighted,,1
Connecticut,December,10,Daylight,,1
Connecticut,August,3,Dark - Lighted,,1
Connecticut,October,2,Dark - Lighted,,1
Connecticut,April,5,Dawn,,1
Connecticut,July,19,Dusk,,1
Connecticut,July,21,Dark - Not Lighted,,1
Connecticut,December,18,Dark - Lighted,,1
Connecticut,April,15,Daylight,,1
Connecticut,November,17,Dark - Lighted,,1
Connecticut,September,23,Dark - Not Lighted,,1
Connecticut,December,1,Dark - Lighted,,1
Connecticut,June,18,Daylight,,1
Connecticut,February,5,Dark - Not Lighted,,1
Connecticut,March,20,Dark - Not Lighted,,1
Connecticut,April,20,Dark - Not Lighted,,1
Connecticut,May,21,Dark - Not Lighted,,1
Connecticut,May,12,Daylight,,1
Connecticut,June,22,Dark - Not Lighted,,1
Connecticut,June,3,Dark - Lighted,,1
Connecticut,June,3,Dark - Not Lighted,,1
Connecticut,July,0,Dark - Not Lighted,,1
Connecticut,July,0,Dark - Not Lighted,,1
Connecticut,April,15,Daylight,,1
Connecticut,September,14,Daylight,,1
Connecticut,October,20,Dark - Lighted,,1
Connecticut,October,19,Dark - Lighted,,1
Connecticut,December,18,Dark - Lighted,,2
Connecticut,December,3,Dark - Not Lighted,,1
Connecticut,July,14,Daylight,,1
Connecticut,September,0,Dark - Lighted,,1
Connecticut,November,6,Dawn,,1
Connecticut,September,13,Daylight,,1
Connecticut,April,1,Dark - Lighted,,1
Connecticut,November,10,Daylight,,1
Connecticut,December,3,Dark - Lighted,,1
Connecticut,July,22,Dark - Lighted,,1
Connecticut,May,21,Dark - Not Lighted,,1
Connecticut,August,13,Daylight,,1
Connecticut,September,23,Dark - Not Lighted,,1
Connecticut,October,23,Dark - Lighted,,1
Connecticut,September,14,Daylight,,1
Connecticut,October,3,Dark - Not Lighted,,1
Connecticut,February,23,Dark - Lighted,,1
Connecticut,May,17,Daylight,,1
Connecticut,October,6,Dark - Lighted,,1
Connecticut,August,2,Dark - Not Lighted,,1
Connecticut,December,13,Daylight,,1
Connecticut,August,22,Dark - Lighted,,1
Connecticut,August,2,Dark - Not Lighted,,1
Connecticut,October,5,Dark - Not Lighted,,1
Connecticut,June,22,Dark - Lighted,,1
Connecticut,June,19,Daylight,,1
Connecticut,April,22,Dark - Not Lighted,,1
Connecticut,March,15,Daylight,,1
Connecticut,June,20,Dark - Lighted,,1
Connecticut,September,19,Dark - Lighted,,1
Connecticut,January,9,Daylight,,1
Connecticut,September,23,Dark - Lighted,,1
Connecticut,June,16,Daylight,,1
